task,model,harness,trial,reward,passed,primary_label,attribution,mode,mechanism,evidence
04-tax-jurisdiction,Kimi K3,Kimi Code,8,0.0,0,UNVERIFIED_ASSUMPTION,model,Guessed the tax provider's message format without reading saved traffic,Stored the authority's rounded collectable as the tax and gated VAT on both parties being European (22 of 226),verification/04-tax-jurisdiction/kimi-k3-kimi-code/trial-08
04-tax-jurisdiction,GPT-5.6 Sol,Codex CLI,1,0.0,0,UNVERIFIED_ASSUMPTION,model,Guessed the tax provider's message format without reading saved traffic,"Rebuilt from surviving source and taxjar typings; uppercase codes, cent rounding, 'VAT ID:', regime-only filing (35 of 208)",verification/04-tax-jurisdiction/gpt-5.6-sol-codex-real-swe/trial-01
04-tax-jurisdiction,GPT-5.6 Sol,Codex CLI,2,0.0,0,UNVERIFIED_ASSUMPTION,model,Guessed the tax provider's message format without reading saved traffic,"Faithful service wiring, every value-level rule guessed; refusal only audited, credential check put on settings update (35 of 208)",verification/04-tax-jurisdiction/gpt-5.6-sol-codex-real-swe/trial-02
04-tax-jurisdiction,GPT-5.6 Sol,Codex CLI,3,0.0,0,UNVERIFIED_ASSUMPTION,model,Guessed the tax provider's message format without reading saved traffic,Declared the contract recovered from source; VAT line placed above the address and gross amount filed (36 of 208),verification/04-tax-jurisdiction/gpt-5.6-sol-codex-real-swe/trial-03
04-tax-jurisdiction,GPT-5.6 Sol,Codex CLI,4,0.0,0,UNVERIFIED_ASSUMPTION,model,Guessed the tax provider's message format without reading saved traffic,"Named the three broken seams from code alone and reconnected them with invented payloads (36 of 208, same set as trial 3)",verification/04-tax-jurisdiction/gpt-5.6-sol-codex-real-swe/trial-04
04-tax-jurisdiction,GPT-5.6 Sol,Codex CLI,5,0.0,0,UNVERIFIED_ASSUMPTION,model,Guessed the tax provider's message format without reading saved traffic,Searched the GitHub API for the upstream repo instead of /opt/billing-sandbox; same invented format (36 of 208),verification/04-tax-jurisdiction/gpt-5.6-sol-codex-real-swe/trial-05
04-tax-jurisdiction,GPT-5.6 Sol,Codex CLI,6,0.0,0,UNVERIFIED_ASSUMPTION,model,Guessed the tax provider's message format without reading saved traffic,"Same guessed contract but returned the absorbed error on the create response, so 35 of 208 and a distinct signature",verification/04-tax-jurisdiction/gpt-5.6-sol-codex-real-swe/trial-06
04-tax-jurisdiction,GPT-5.6 Sol,Codex CLI,7,0.0,0,UNVERIFIED_ASSUMPTION,model,Guessed the tax provider's message format without reading saved traffic,Queried grep.app for the upstream VAT format; line appended after the address with a blank line (36 of 208),verification/04-tax-jurisdiction/gpt-5.6-sol-codex-real-swe/trial-07
04-tax-jurisdiction,GPT-5.6 Sol,Codex CLI,8,0.0,0,UNVERIFIED_ASSUMPTION,model,Guessed the tax provider's message format without reading saved traffic,"Passed country codes through correctly at step 18, then added an uppercasing normaliser at step 66 that undid it (35 of 208)",verification/04-tax-jurisdiction/gpt-5.6-sol-codex-real-swe/trial-08
06-api-token-metering,Fable 5.1,Claude Code,1,0.0,0,MISSED_REQUIREMENT,model,Request path does not meter its own call,The repaired verifier finds that serving a measurement registers no API call of its own.,verification/06-api-token-metering/fable-5.1-claude-code-real-swe/trial-01
06-api-token-metering,Fable 5.1,Claude Code,2,0.0,0,INTEGRATION_ERROR,model,"Metering attached to the web route, not the accepting code","Pipeline fully correct; accepting a measurement metered by a controller interceptor, usage.service.ts never edited, so the direct service call recorded nothing",verification/06-api-token-metering/fable-5.1-claude-code-real-swe/trial-02
06-api-token-metering,Fable 5.1,Claude Code,3,0.0,0,INTEGRATION_ERROR,model,The method that records a call was never reachable,Registration static; a private billing helper declared ahead of it was invoked for every register step and threw on the payload,verification/06-api-token-metering/fable-5.1-claude-code-real-swe/trial-03
06-api-token-metering,Fable 5.1,Claude Code,4,1.0,1,LEGITIMATE,,,,verification/06-api-token-metering/fable-5.1-claude-code-real-swe/trial-04
06-api-token-metering,Fable 5.1,Claude Code,5,0.0,0,INTEGRATION_ERROR,model,"Metering attached to the web route, not the accepting code","Accepted-measurement registration placed on UsageController; usage.service.ts never opened, so only request_path_meters failed",verification/06-api-token-metering/fable-5.1-claude-code-real-swe/trial-05
06-api-token-metering,Fable 5.1,Claude Code,6,0.0,0,INTEGRATION_ERROR,model,Records buffered into a private client nobody ever emptied,"Registrations routed through a new bufferedWriteApis map with a 1s timer that the run's flush never drains, so the first window billed nothing; measurement site also on the controller",verification/06-api-token-metering/fable-5.1-claude-code-real-swe/trial-06
06-api-token-metering,Fable 5.1,Claude Code,7,0.0,0,INTEGRATION_ERROR,model,"Metering attached to the web route, not the accepting code",Only change for accepting a measurement was @UseInterceptors on the usage and measurement controllers; the service method the run calls meters nothing,verification/06-api-token-metering/fable-5.1-claude-code-real-swe/trial-07
06-api-token-metering,Fable 5.1,Claude Code,8,0.0,0,INTEGRATION_ERROR,model,"Metering attached to the web route, not the accepting code",Same controller-decorator placement; the recorded bucket's two 0.1 rows marking a second call site were read as a single flat rate,verification/06-api-token-metering/fable-5.1-claude-code-real-swe/trial-08
06-api-token-metering,GLM 5.3,Claude Code,1,0.0,0,INTEGRATION_ERROR,model,Registrations do not reach the billable identity path,"Registrations are written, but none carry the identities needed for billing and no billable roll-up is produced.",verification/06-api-token-metering/glm-5.3-claude-code/trial-01
06-api-token-metering,GLM 5.3,Claude Code,2,0.0,0,INTEGRATION_ERROR,model,One call shape does not reach the billable roll-up,"Most cases work, but one call has no registration identity and one customer's roll-up is absent.",verification/06-api-token-metering/glm-5.3-claude-code/trial-02
06-api-token-metering,GLM 5.3,Claude Code,3,0.0,0,INTEGRATION_ERROR,model,Registrations do not reach the billable identity path,"Registrations are written, but none carry the identities needed for billing and no billable roll-up is produced.",verification/06-api-token-metering/glm-5.3-claude-code/trial-03
06-api-token-metering,GLM 5.3,Claude Code,4,1.0,1,LEGITIMATE,,,,verification/06-api-token-metering/glm-5.3-claude-code/trial-04
06-api-token-metering,GLM 5.3,Claude Code,5,0.0,0,UNVERIFIED_ASSUMPTION,model,Guessed the stored identifiers instead of reading the recorded data,"Derived the account-to-dimension pairing from the recording, rejected it, and resolved the dimension from the customer's offering or past traffic; the sandbox customer had neither",verification/06-api-token-metering/glm-5.3-claude-code/trial-05
06-api-token-metering,GLM 5.3,Claude Code,6,0.0,0,INTEGRATION_ERROR,model,"The write crashed, was rejected, or named no customer","Roll-up published as a bare object with no timestamp, so the client sent 'NaN000000' and the store rejected all three billing writes",verification/06-api-token-metering/glm-5.3-claude-code/trial-06
06-api-token-metering,GLM 5.3,Claude Code,7,0.0,0,INTEGRATION_ERROR,model,The method that records a call was never reachable,"Registration static and the only new instance method was closeMeteringPeriod, which the run called 22 times; measurement metered in MeasurementService, not UsageService",verification/06-api-token-metering/glm-5.3-claude-code/trial-07
06-api-token-metering,GLM 5.3,Claude Code,8,0.0,0,INTEGRATION_ERROR,model,The method that records a call was never reachable,"Registration static; the run bound billToken and called a three-argument billing helper with one argument, so rows landed untagged in the wrong bucket",verification/06-api-token-metering/glm-5.3-claude-code/trial-08
06-api-token-metering,Grok 4.6,Grok Build,1,0.0,0,UNVERIFIED_ASSUMPTION,model,Guessed the stored identifiers instead of reading the recorded data,invented-platform-dimension-id,verification/06-api-token-metering/grok-4.6-grok-build-real-swe/trial-01/recovered-original-verifier
06-api-token-metering,Grok 4.6,Grok Build,2,0.0,0,UNVERIFIED_ASSUMPTION,model,Guessed the stored identifiers instead of reading the recorded data,invented-platform-dimension-id,verification/06-api-token-metering/grok-4.6-grok-build-real-swe/trial-02/recovered-original-verifier
06-api-token-metering,Grok 4.6,Grok Build,3,0.0,0,UNVERIFIED_ASSUMPTION,model,Guessed the stored identifiers instead of reading the recorded data,dimension-lookup-empty-invoice-suppressed,verification/06-api-token-metering/grok-4.6-grok-build-real-swe/trial-03/recovered-original-verifier
06-api-token-metering,Grok 4.6,Grok Build,4,0.0,0,INTEGRATION_ERROR,model,"The write crashed, was rejected, or named no customer",module-scope-influx-instantiation-tdz-crash,verification/06-api-token-metering/grok-4.6-grok-build-real-swe/trial-04/recovered-original-verifier
06-api-token-metering,Grok 4.6,Grok Build,5,0.0,0,INTEGRATION_ERROR,model,"The write crashed, was rejected, or named no customer",module-scope-influx-instantiation-tdz-crash,verification/06-api-token-metering/grok-4.6-grok-build-real-swe/trial-05/recovered-original-verifier
06-api-token-metering,Grok 4.6,Grok Build,6,0.0,0,MISSED_REQUIREMENT,model,Guessed the stored identifiers instead of reading the recorded data,metadata-tag-prefix-dropped,verification/06-api-token-metering/grok-4.6-grok-build-real-swe/trial-06/recovered-original-verifier
06-api-token-metering,Grok 4.6,Grok Build,7,0.0,0,MISSED_REQUIREMENT,model,"The write crashed, was rejected, or named no customer",registration-entry-point-never-resolves-platform-customer,verification/06-api-token-metering/grok-4.6-grok-build-real-swe/trial-07/recovered-original-verifier
06-api-token-metering,Grok 4.6,Grok Build,8,0.0,0,MISSED_REQUIREMENT,model,Guessed the stored identifiers instead of reading the recorded data,metadata-tag-prefix-dropped,verification/06-api-token-metering/grok-4.6-grok-build-real-swe/trial-08/recovered-original-verifier
06-api-token-metering,Kimi K3,Kimi Code,1,1.0,1,LEGITIMATE,,,,verification/06-api-token-metering/kimi-k3-kimi-code/trial-01
06-api-token-metering,Kimi K3,Kimi Code,2,0.0,0,INTEGRATION_ERROR,model,The method that records a call was never reachable,"Registration static, no instance form at all, so the run found no entry point and errored on all twelve register steps; measurement metered in MeasurementService",verification/06-api-token-metering/kimi-k3-kimi-code/trial-02
06-api-token-metering,Kimi K3,Kimi Code,3,0.0,0,INTEGRATION_ERROR,model,The method that records a call was never reachable,"Static `register`; the run bound the private billToken helper, whose missing arguments made every write fail with an undefined value field",verification/06-api-token-metering/kimi-k3-kimi-code/trial-03
06-api-token-metering,Kimi K3,Kimi Code,4,0.0,0,INTEGRATION_ERROR,model,The method that records a call was never reachable,Static recorder plus an instance closePeriod; the run closed an empty window per register step while the agent's own end-to-end script passed thirteen checks,verification/06-api-token-metering/kimi-k3-kimi-code/trial-04
06-api-token-metering,Kimi K3,Kimi Code,5,0.0,0,INTEGRATION_ERROR,model,The method that records a call was never reachable,"Static recorder; the run bound billTokenUsage, which logged 'No dogfood dimension found for account: undefined' and returned without writing",verification/06-api-token-metering/kimi-k3-kimi-code/trial-05
06-api-token-metering,Kimi K3,Kimi Code,6,0.0,0,INTEGRATION_ERROR,model,The method that records a call was never reachable,"Static recordApiCall; the run re-scheduled a cron job twenty times, and the row shape used a tokenAmount field, no dimension tag and an invented amount of 1",verification/06-api-token-metering/kimi-k3-kimi-code/trial-06
06-api-token-metering,Kimi K3,Kimi Code,7,0.0,0,INTEGRATION_ERROR,model,Registrations do not reach the billable identity path,"Registrations are written, but none carry the identities needed for billing and no billable roll-up is produced.",verification/06-api-token-metering/kimi-k3-kimi-code/trial-07
06-api-token-metering,Kimi K3,Kimi Code,8,0.0,0,INTEGRATION_ERROR,model,The method that records a call was never reachable,Static registerToken with both call sites at the HTTP layer; self-verification drove the static directly and so never tested reachability,verification/06-api-token-metering/kimi-k3-kimi-code/trial-08
06-api-token-metering,GPT-5.6 Sol,Codex CLI,1,0.0,0,UNVERIFIED_ASSUMPTION,model,Guessed the stored identifiers instead of reading the recorded data,"Invented dimension lookup placed inside the registration path itself, so every call threw before writing and all seven rules failed",verification/06-api-token-metering/gpt-5.6-sol-codex-real-swe/trial-01
06-api-token-metering,GPT-5.6 Sol,Codex CLI,2,0.0,0,UNVERIFIED_ASSUMPTION,model,Guessed the stored identifiers instead of reading the recorded data,"Hand-rolled point with no dimension tag and a tokenAmount field, plus an offering-dimension lookup that threw on every roll-up",verification/06-api-token-metering/gpt-5.6-sol-codex-real-swe/trial-02
06-api-token-metering,GPT-5.6 Sol,Codex CLI,3,0.0,0,UNVERIFIED_ASSUMPTION,model,Guessed the stored identifiers instead of reading the recorded data,"Same lookup and row shape, and the measurement site was left to a global HTTP interceptor, adding a fourth failing rule",verification/06-api-token-metering/gpt-5.6-sol-codex-real-swe/trial-03
06-api-token-metering,GPT-5.6 Sol,Codex CLI,4,0.0,0,UNVERIFIED_ASSUMPTION,model,Guessed the stored identifiers instead of reading the recorded data,Same lookup and row shape; also retrofitted the surviving aggregate query to its self-invented field name instead of noticing the divergence,verification/06-api-token-metering/gpt-5.6-sol-codex-real-swe/trial-04
06-api-token-metering,GPT-5.6 Sol,Codex CLI,5,0.0,0,UNVERIFIED_ASSUMPTION,model,Guessed the stored identifiers instead of reading the recorded data,"Same lookup and row shape, measurement metered only by interceptor; designed the whole pipeline from source reading with no probe of the running store",verification/06-api-token-metering/gpt-5.6-sol-codex-real-swe/trial-05
06-api-token-metering,GPT-5.6 Sol,Codex CLI,6,0.0,0,UNVERIFIED_ASSUMPTION,model,Guessed the stored identifiers instead of reading the recorded data,"Same lookup and row shape, but metered inside UsageService.create, so only three rules failed",verification/06-api-token-metering/gpt-5.6-sol-codex-real-swe/trial-06
06-api-token-metering,GPT-5.6 Sol,Codex CLI,7,0.0,0,UNVERIFIED_ASSUMPTION,model,Guessed the stored identifiers instead of reading the recorded data,Same lookup and row shape; promoted the metering interceptor to application scope rather than metering the accepting service,verification/06-api-token-metering/gpt-5.6-sol-codex-real-swe/trial-07
06-api-token-metering,GPT-5.6 Sol,Codex CLI,8,0.0,0,UNVERIFIED_ASSUMPTION,model,Guessed the stored identifiers instead of reading the recorded data,Stated the assumption outright ('without hard-coded IDs') and built getBillingTarget on it; it threw for both held-out platform customers,verification/06-api-token-metering/gpt-5.6-sol-codex-real-swe/trial-08
07-api-keys-and-environments,Fable 5.1,Claude Code,1,1.0,1,LEGITIMATE,,,,verification/07-api-keys-and-environments/fable-5.1-claude-code-real-swe/trial-01
07-api-keys-and-environments,Fable 5.1,Claude Code,2,1.0,1,LEGITIMATE,,,,verification/07-api-keys-and-environments/fable-5.1-claude-code-real-swe/trial-02
07-api-keys-and-environments,Fable 5.1,Claude Code,3,1.0,1,LEGITIMATE,,,,verification/07-api-keys-and-environments/fable-5.1-claude-code-real-swe/trial-03
07-api-keys-and-environments,Fable 5.1,Claude Code,4,1.0,1,LEGITIMATE,,,,verification/07-api-keys-and-environments/fable-5.1-claude-code-real-swe/trial-04
07-api-keys-and-environments,Fable 5.1,Claude Code,5,1.0,1,LEGITIMATE,,,,verification/07-api-keys-and-environments/fable-5.1-claude-code-real-swe/trial-05
07-api-keys-and-environments,Fable 5.1,Claude Code,6,1.0,1,LEGITIMATE,,,,verification/07-api-keys-and-environments/fable-5.1-claude-code-real-swe/trial-06
07-api-keys-and-environments,Fable 5.1,Claude Code,7,1.0,1,LEGITIMATE,,,,verification/07-api-keys-and-environments/fable-5.1-claude-code-real-swe/trial-07
07-api-keys-and-environments,Fable 5.1,Claude Code,8,1.0,1,LEGITIMATE,,,,verification/07-api-keys-and-environments/fable-5.1-claude-code-real-swe/trial-08
07-api-keys-and-environments,GLM 5.3,Claude Code,1,1.0,1,LEGITIMATE,,,,verification/07-api-keys-and-environments/glm-5.3-claude-code/trial-01
07-api-keys-and-environments,GLM 5.3,Claude Code,2,1.0,1,LEGITIMATE,,,,verification/07-api-keys-and-environments/glm-5.3-claude-code/trial-02
07-api-keys-and-environments,GLM 5.3,Claude Code,3,0.0,0,INTEGRATION_ERROR,model,Switching environment demands the caller name themselves,"UpdateEnvironmentDto makes userSubject required, so the global whitelist validation 400s the driver's self-service switch body; six rules fall behind the failed switch.",verification/07-api-keys-and-environments/glm-5.3-claude-code/trial-03
07-api-keys-and-environments,GLM 5.3,Claude Code,4,1.0,1,LEGITIMATE,,,,verification/07-api-keys-and-environments/glm-5.3-claude-code/trial-04
07-api-keys-and-environments,GLM 5.3,Claude Code,5,0.0,0,INTEGRATION_ERROR,model,Key screen answers at made-up web addresses,"Whole surface inferred from an interceptor exclusion-list string: shipped PUT /users/environment/admin, POST /keys/:clientId/rotate-secret and DELETE /keys/:clientId, none of them graded; read the private spec only after regenerating it.",verification/07-api-keys-and-environments/glm-5.3-claude-code/trial-05
07-api-keys-and-environments,GLM 5.3,Claude Code,6,0.0,0,UNVERIFIED_ASSUMPTION,model,Retirement erased the record instead of marking it retired,"Saw the seeded softDelete=deleted retired credential, argued past it, and hard-deleted the configuration rows; the row the verifier reads back is gone, failing rule 4 alone.",verification/07-api-keys-and-environments/glm-5.3-claude-code/trial-06
07-api-keys-and-environments,GLM 5.3,Claude Code,7,1.0,1,LEGITIMATE,,,,verification/07-api-keys-and-environments/glm-5.3-claude-code/trial-07
07-api-keys-and-environments,GLM 5.3,Claude Code,8,1.0,1,LEGITIMATE,,,,verification/07-api-keys-and-environments/glm-5.3-claude-code/trial-08
07-api-keys-and-environments,Grok 4.6,Grok Build,1,1.0,1,LEGITIMATE,,,,verification/07-api-keys-and-environments/grok-4.6-grok-build-real-swe/trial-01
07-api-keys-and-environments,Grok 4.6,Grok Build,2,0.0,0,MISSED_REQUIREMENT,model,A retired key keeps working afterwards,revocation-not-enforced-on-live-token,verification/07-api-keys-and-environments/grok-4.6-grok-build-real-swe/trial-02/recovered-original-verifier
07-api-keys-and-environments,Grok 4.6,Grok Build,3,1.0,1,LEGITIMATE,,,,verification/07-api-keys-and-environments/grok-4.6-grok-build-real-swe/trial-03
07-api-keys-and-environments,Grok 4.6,Grok Build,4,1.0,1,LEGITIMATE,,,,verification/07-api-keys-and-environments/grok-4.6-grok-build-real-swe/trial-04
07-api-keys-and-environments,Grok 4.6,Grok Build,5,0.0,0,INTEGRATION_ERROR,model,Switching environment demands the caller name themselves,env-switch-dto-requires-user-subject,verification/07-api-keys-and-environments/grok-4.6-grok-build-real-swe/trial-05/recovered-original-verifier
07-api-keys-and-environments,Grok 4.6,Grok Build,6,0.0,0,MISSED_REQUIREMENT,model,A retired key keeps working afterwards,revocation-not-enforced-on-live-token,verification/07-api-keys-and-environments/grok-4.6-grok-build-real-swe/trial-06/recovered-original-verifier
07-api-keys-and-environments,Grok 4.6,Grok Build,7,1.0,1,LEGITIMATE,,,,verification/07-api-keys-and-environments/grok-4.6-grok-build-real-swe/trial-07
07-api-keys-and-environments,Grok 4.6,Grok Build,8,0.0,0,MISSED_REQUIREMENT,model,A retired key keeps working afterwards,revocation-not-enforced-on-live-token,verification/07-api-keys-and-environments/grok-4.6-grok-build-real-swe/trial-08/recovered-original-verifier
07-api-keys-and-environments,Kimi K3,Kimi Code,1,0.0,0,INTEGRATION_ERROR,model,Key screen answers at made-up web addresses,"Rotation at POST /keys/:clientId/rotate and no switch route at all; environment taken from a request header, so the operator stays in production and the out-of-reach production credential is really deleted.",verification/07-api-keys-and-environments/kimi-k3-kimi-code/trial-01
07-api-keys-and-environments,Kimi K3,Kimi Code,2,0.0,0,INTEGRATION_ERROR,model,Key screen answers at made-up web addresses,"Switch mounted at PUT /users/environment/admin because the interceptor whitelists that string, rotation at POST /keys/:clientId/rotate; the graded switch and rotate both 404.",verification/07-api-keys-and-environments/kimi-k3-kimi-code/trial-02
07-api-keys-and-environments,Kimi K3,Kimi Code,3,0.0,0,INTEGRATION_ERROR,model,Key screen answers at made-up web addresses,"Environment switch correct, but the whole key controller mounted at @Controller('users/keys') from repo convention, so every graded key exchange including the viewer checks 404.",verification/07-api-keys-and-environments/kimi-k3-kimi-code/trial-03
07-api-keys-and-environments,Kimi K3,Kimi Code,4,0.0,0,INTEGRATION_ERROR,model,Only the rotate action sits at a wrong address,"Rotation only at POST :clientId/rotate-secret (rule 3), plus a retirement tombstone built without the environment field so the environment-filtered read still resolves the revoked credential (rule 5).",verification/07-api-keys-and-environments/kimi-k3-kimi-code/trial-04
07-api-keys-and-environments,Kimi K3,Kimi Code,5,0.0,0,MISSED_REQUIREMENT,model,Nothing was built to change environment,"Key routes correct, but no PUT /users/environment: the spec's path list was filtered to entries containing 'key', and switching was left to an `environment` header the driver never sends.",verification/07-api-keys-and-environments/kimi-k3-kimi-code/trial-05
07-api-keys-and-environments,Kimi K3,Kimi Code,6,0.0,0,INTEGRATION_ERROR,model,Only the rotate action sits at a wrong address,"Everything else reference-equivalent; rotation published as @Post(':clientId/rotate') with no Put import anywhere, so the graded PUT /keys/{keyId} is a routing 404 and rule 3 alone fails.",verification/07-api-keys-and-environments/kimi-k3-kimi-code/trial-06
07-api-keys-and-environments,Kimi K3,Kimi Code,7,0.0,0,MISSED_REQUIREMENT,model,Nothing was built to change environment,"Read the spec for exactly ['/keys','/keys/{keyId}'], declared the surface settled, and shipped no route that stores the operator's environment; the header override was named as the switching mechanism.",verification/07-api-keys-and-environments/kimi-k3-kimi-code/trial-07
07-api-keys-and-environments,Kimi K3,Kimi Code,8,0.0,0,INTEGRATION_ERROR,model,Key screen answers at made-up web addresses,"Consulted the spec generator instead of the generated document, mounted @Controller('api-keys') with POST rotate, and shipped no switch route, so every graded call 404s.",verification/07-api-keys-and-environments/kimi-k3-kimi-code/trial-08
07-api-keys-and-environments,GPT-5.6 Sol,Codex CLI,1,0.0,0,INTEGRATION_ERROR,model,Key screen answers at made-up web addresses,"Never opened docs/open-api-private-spec.json; mounted @Controller(['users/keys','users/api-keys','api-keys']) and self-tested against its own path, so all seven key-route checks 404.",verification/07-api-keys-and-environments/gpt-5.6-sol-codex-real-swe/trial-01
07-api-keys-and-environments,GPT-5.6 Sol,Codex CLI,2,1.0,1,LEGITIMATE,,,,verification/07-api-keys-and-environments/gpt-5.6-sol-codex-real-swe/trial-02
07-api-keys-and-environments,GPT-5.6 Sol,Codex CLI,3,1.0,1,LEGITIMATE,,,,verification/07-api-keys-and-environments/gpt-5.6-sol-codex-real-swe/trial-03
07-api-keys-and-environments,GPT-5.6 Sol,Codex CLI,4,1.0,1,LEGITIMATE,,,,verification/07-api-keys-and-environments/gpt-5.6-sol-codex-real-swe/trial-04
07-api-keys-and-environments,GPT-5.6 Sol,Codex CLI,5,1.0,1,LEGITIMATE,,,,verification/07-api-keys-and-environments/gpt-5.6-sol-codex-real-swe/trial-05
07-api-keys-and-environments,GPT-5.6 Sol,Codex CLI,6,1.0,1,LEGITIMATE,,,,verification/07-api-keys-and-environments/gpt-5.6-sol-codex-real-swe/trial-06
07-api-keys-and-environments,GPT-5.6 Sol,Codex CLI,7,1.0,1,LEGITIMATE,,,,verification/07-api-keys-and-environments/gpt-5.6-sol-codex-real-swe/trial-07
07-api-keys-and-environments,GPT-5.6 Sol,Codex CLI,8,1.0,1,LEGITIMATE,,,,verification/07-api-keys-and-environments/gpt-5.6-sol-codex-real-swe/trial-08
09-s3-datastore-measurement,Fable 5.1,Claude Code,1,0.0,0,INTEGRATION_ERROR,model,Reshapes what the directly-called functions take and return,"updateAccess given a second parameter, so the graded one-argument call yields the principal arn:aws:iam::undefined:root; publishFailureToDLQ keyed on sourceKey collapses the DLQ key to .message.text",verification/09-s3-datastore-measurement/fable-5.1-claude-code-real-swe/trial-01
09-s3-datastore-measurement,Fable 5.1,Claude Code,2,0.0,0,INTEGRATION_ERROR,model,Reshapes what the directly-called functions take and return,"sourceKey-keyed DLQ options object falls back to an unrouted/<uuid> key, and a self-added serviceId requirement diverts the valid record to the DLQ",verification/09-s3-datastore-measurement/fable-5.1-claude-code-real-swe/trial-02
09-s3-datastore-measurement,Fable 5.1,Claude Code,3,0.0,0,INTEGRATION_ERROR,model,Reshapes what the directly-called functions take and return,single sourceKey-keyed options object makes the generic DLQ call write unknown-source/<uuid> instead of the mirrored key; trailing-slash locations red the other two checks,verification/09-s3-datastore-measurement/fable-5.1-claude-code-real-swe/trial-03
09-s3-datastore-measurement,Fable 5.1,Claude Code,4,0.0,0,INTEGRATION_ERROR,model,Reshapes what the directly-called functions take and return,"four-parameter updateAccess never issues UpdateAssumeRolePolicy, and the DLQ writer's second parameter is an injected S3 client, so the positional source key produces 's3Client.send is not a function'",verification/09-s3-datastore-measurement/fable-5.1-claude-code-real-swe/trial-04
09-s3-datastore-measurement,Fable 5.1,Claude Code,5,0.0,0,INTEGRATION_ERROR,model,Reshapes what the directly-called functions take and return,options-object DLQ writer ignores both the positional key and the record's s3Key field and writes unknown/unknown-source/<uuid>,verification/09-s3-datastore-measurement/fable-5.1-claude-code-real-swe/trial-05
09-s3-datastore-measurement,Fable 5.1,Claude Code,6,0.0,0,REGRESSION,model,Connector turns away records it should have handled,"added a serviceId/applicationId requirement to the connector parse path, so the valid record is answered with a DLQ message instead of reaching UsageService.create",verification/09-s3-datastore-measurement/fable-5.1-claude-code-real-swe/trial-06
09-s3-datastore-measurement,Fable 5.1,Claude Code,7,0.0,0,REGRESSION,model,Connector turns away records it should have handled,"ran full class-validator DTO validation inside dbUsage and moved key mirroring out of publishFailureToDLQ, which then throws 'A DLQ bucket and key are required'",verification/09-s3-datastore-measurement/fable-5.1-claude-code-real-swe/trial-07
09-s3-datastore-measurement,Fable 5.1,Claude Code,8,0.0,0,INTEGRATION_ERROR,model,Reshapes what the directly-called functions take and return,"publishFailureToDLQ takes one options object, so dlqKeyForSource gets undefined and emits unknown/<timestamp>-<uuid>.message.text",verification/09-s3-datastore-measurement/fable-5.1-claude-code-real-swe/trial-08
09-s3-datastore-measurement,GLM 5.3,Claude Code,1,0.0,0,INTEGRATION_ERROR,model,Talks to AWS through a client the stand-ins lack,"dispatched command objects through send() on the aggregated IAM class, which the graded module stand-in gives only to IAMClient, so three provisioning checks throw",verification/09-s3-datastore-measurement/glm-5.3-claude-code/trial-01
09-s3-datastore-measurement,GLM 5.3,Claude Code,2,0.0,0,MISSED_REQUIREMENT,model,Names the failure details something the check never reads,"DLQ body is the raw failed text with the details in S3 headers, so both DLQ reads fail JSON.parse; create also returns no configuration and the locations carry no s3:// scheme",verification/09-s3-datastore-measurement/glm-5.3-claude-code/trial-02
09-s3-datastore-measurement,GLM 5.3,Claude Code,3,1.0,1,LEGITIMATE,,,,verification/09-s3-datastore-measurement/glm-5.3-claude-code/trial-03
09-s3-datastore-measurement,GLM 5.3,Claude Code,4,0.0,0,MISSED_REQUIREMENT,model,Writes the bucket paths in a different text form,"ingestion and dlq set to the bare bucket names, dropping the per-business prefix the instruction names, in the same file where it wrote business-scoped policy ARNs",verification/09-s3-datastore-measurement/glm-5.3-claude-code/trial-04
09-s3-datastore-measurement,GLM 5.3,Claude Code,5,0.0,0,UNVERIFIED_ASSUMPTION,model,Talks to AWS through a client the stand-ins lack,"built IAM on the undeclared transitive aws-sdk v2 rather than installing @aws-sdk/client-iam, so the graded spec threw at import and all 9 checks were never run",verification/09-s3-datastore-measurement/glm-5.3-claude-code/trial-05
09-s3-datastore-measurement,GLM 5.3,Claude Code,6,1.0,1,LEGITIMATE,,,,verification/09-s3-datastore-measurement/glm-5.3-claude-code/trial-06
09-s3-datastore-measurement,GLM 5.3,Claude Code,7,1.0,1,LEGITIMATE,,,,verification/09-s3-datastore-measurement/glm-5.3-claude-code/trial-07
09-s3-datastore-measurement,GLM 5.3,Claude Code,8,0.0,0,UNVERIFIED_ASSUMPTION,model,Writes the bucket paths in a different text form,chose the bucket-root URI over the business-prefixed one after weighing the repo's own per-business policy ARNs and predicting the exact failure it then produced,verification/09-s3-datastore-measurement/glm-5.3-claude-code/trial-08
09-s3-datastore-measurement,Grok 4.6,Grok Build,1,0.0,0,MISSED_REQUIREMENT,model,Create call answers without the newly generated S3 details,create-return-drops-provisioned-fields,verification/09-s3-datastore-measurement/grok-4.6-grok-build-real-swe/trial-01/recovered-original-verifier
09-s3-datastore-measurement,Grok 4.6,Grok Build,2,1.0,1,LEGITIMATE,,,,verification/09-s3-datastore-measurement/grok-4.6-grok-build-real-swe/trial-02
09-s3-datastore-measurement,Grok 4.6,Grok Build,3,0.0,0,MISSED_REQUIREMENT,model,Create call answers without the newly generated S3 details,create-return-drops-provisioned-fields,verification/09-s3-datastore-measurement/grok-4.6-grok-build-real-swe/trial-03/recovered-original-verifier
